FROM STATION ID,Station Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location,ZIP
124,Damen Ave & Cullerton St,15,15,In Service,41.85496652,-87.67569959,"(41.854966518753926, -87.67569959163664)",60608
207,Emerald Ave & 28th St,15,15,In Service,41.84358,-87.645368,"(41.84358, -87.645368)",60616
288,Larrabee St & Armitage Ave,15,15,In Service,41.918084,-87.643749,"(41.918084, -87.643749)",60614
160,Campbell Ave & North Ave,15,15,In Service,41.910535,-87.689556,"(41.910535, -87.689556)",60647
331,Halsted St & Clybourn Ave,27,27,In Service,41.909668,-87.648128,"(41.909668, -87.648128)",60610
335,Calumet Ave & 35th St,15,15,In Service,41.831379,-87.618034,"(41.831379, -87.618034)",60616
272,Indiana Ave & 31st St,11,11,In Service,41.838842,-87.621857,"(41.838842, -87.621857)",60616
320,Loomis St & Lexington St,19,19,In Service,41.872187,-87.661501,"(41.872187, -87.661501)",60607
163,Damen Ave & Clybourn Ave,15,15,In Service,41.931931,-87.677856,"(41.931931, -87.677856)",60647
251,Clarendon Ave & Leland Ave,15,15,In Service,41.967968,-87.650001,"(41.967968, -87.650001)",60640
310,Damen Ave & Charleston St,11,11,In Service,41.920082,-87.677855,"(41.920082, -87.677855)",60647
119,Ashland Ave & Lake St,19,19,In Service,41.88592,-87.66717,"(41.88592, -87.66717)",60607
184,State St & 35th St,19,19,In Service,41.83103631,-87.62679756,"(41.8310363140161, -87.62679755687714)",60609
314,Ravenswood Ave & Berteau Ave,15,15,In Service,41.957921,-87.673567,"(41.957921, -87.673567)",60613
55,Halsted St & Roosevelt Rd,23,23,In Service,41.867324,-87.648625,"(41.867324, -87.648625)",60608
228,Damen Ave & Melrose Ave,15,15,In Service,41.9406,-87.6785,"(41.9406, -87.6785)",60618
178,State St & 19th St,15,15,In Service,41.856594,-87.627542,"(41.856594, -87.627542)",60616
136,Racine Ave & 13th St,15,15,In Service,41.865054,-87.656959,"(41.865054, -87.656959)",60608
246,Ashland Ave & Belle Plaine Ave,11,11,In Service,41.956057,-87.668835,"(41.956057, -87.668835)",60613
116,Western Ave & Winnebago Ave,15,15,In Service,41.91552,-87.687022,"(41.91552, -87.687022)",60647
120,Wentworth Ave & Cermak Rd,19,19,In Service,41.85308456,-87.63193131,"(41.85308455741279, -87.63193130493164)",60616
34,Cannon Dr & Fullerton Ave,15,15,In Service,41.92675599,-87.63442879,"(41.9267559875, -87.6344287848)",60614
72,Wabash Ave & 16th St,39,39,In Service,41.860384,-87.625813,"(41.860384, -87.625813)",60616
323,Sheridan Rd & Lawrence Ave,15,15,In Service,41.969517,-87.654691,"(41.969517, -87.654691)",60640
171,May St & Cullerton St,11,11,In Service,41.855136,-87.654127,"(41.855136, -87.654127)",60608
330,Lincoln Ave & Addison St,19,19,In Service,41.946176,-87.673308,"(41.946176, -87.673308)",60657
316,Damen Ave & Sunnyside Ave,19,19,In Service,41.96325,-87.679258,"(41.96325, -87.679258)",60625
295,Broadway & Argyle St,19,19,In Service,41.973815,-87.65966,"(41.973815, -87.65966)",60640
341,Adler Planetarium,39,39,In Service,41.866095,-87.607267,"(41.866095, -87.607267)",60605
159,Claremont Ave & Hirsch St,11,11,In Service,41.907781,-87.685854,"(41.907781, -87.685854)",60622
307,Southport Ave & Clybourn Ave,15,15,In Service,41.920771,-87.663712,"(41.920771, -87.663712)",60614
243,Lincoln Ave & Sunnyside Ave,15,15,In Service,41.963004,-87.684781,"(41.963004, -87.684781)",60625
311,Leavitt St & Lawrence Ave,19,19,In Service,41.968885,-87.684001,"(41.968885, -87.684001)",60625
150,Fort Dearborn Dr & 31st St,27,27,In Service,41.838556,-87.608218,"(41.838556, -87.608218)",60616
322,Kimbark Ave & 53rd St,19,19,In Service,41.799568,-87.594747,"(41.799568, -87.594747)",60615
253,Winthrop Ave & Lawrence Ave,15,15,In Service,41.968812,-87.657659,"(41.968812, -87.657659)",60640
249,Montrose Harbor,31,31,In Service,41.963982,-87.638181,"(41.963982, -87.638181)",60640
218,Wells St & 19th St,11,11,In Service,41.856802,-87.633879,"(41.856802, -87.633879)",60616
170,Clinton St & 18th St,15,15,In Service,41.85795,-87.640826,"(41.85795, -87.640826)",60616
203,Western Ave & 21st St,15,15,In Service,41.854109,-87.685838,"(41.854109, -87.685838)",60608
149,Calumet Ave & 33rd St,11,11,In Service,41.8349,-87.61793,"(41.8349, -87.61793)",60616
265,Cottage Grove Ave & Oakwood Blvd,15,15,In Service,41.822985,-87.6071,"(41.822985, -87.6071)",60653
247,Shore Dr & 55th St,19,19,In Service,41.795212,-87.580715,"(41.795212, -87.580715)",60615
271,Cottage Grove Ave & 43rd St,11,11,In Service,41.816499,-87.606582,"(41.816499, -87.606582)",60653
179,MLK Jr Dr & Pershing Rd,15,15,In Service,41.8246,-87.61678,"(41.8246, -87.61678)",60653
237,MLK Jr Dr & 29th St,19,19,In Service,41.842052,-87.617,"(41.842052, -87.617)",60616
279,Halsted St & 35th St,15,15,In Service,41.830661,-87.647172,"(41.830661, -87.647172)",60609
263,Rhodes Ave & 32nd St,11,11,In Service,41.836208,-87.613533,"(41.836208, -87.613533)",60616
147,Indiana Ave & 26th St,15,15,In Service,41.845687,-87.622481,"(41.845687, -87.622481)",60616
275,Ashland Ave & 13th St,15,15,In Service,41.865234,-87.666507,"(41.865234, -87.666507)",60612
132,Wentworth Ave & 24th St (Temp),15,15,In Service,41.85008369,-87.63214052,"(41.85008369347577, -87.6321405172348)",60616
201,Indiana Ave & 40th St,11,11,In Service,41.82168,-87.6216,"(41.82168, -87.6216)",60653
252,Greenwood Ave & 47th St,15,15,In Service,41.809835,-87.599383,"(41.809835, -87.599383)",60653
193,State St & 29th St,11,11,In Service,41.841707,-87.626938,"(41.841707, -87.626938)",60616
281,Western Ave & 24th St,7,7,In Service,41.84847,-87.685109,"(41.84847, -87.685109)",60612
348,California Ave & 21st St,15,15,In Service,41.85380407,-87.6957424,"(41.8538040657915, -87.69574239850043)",60623
351,Cottage Grove Ave & 51st St,15,15,In Service,41.803038,-87.606615,"(41.803038, -87.606615)",60615
278,Wallace St & 35th St,15,15,In Service,41.83070705,-87.64125533,"(41.830707051440854, -87.64125533401966)",60616
262,Halsted St & 37th St,11,11,In Service,41.827059,-87.64572,"(41.827059, -87.64572)",60609
200,MLK Jr Dr & 47th St,11,11,In Service,41.809851,-87.616279,"(41.809851, -87.616279)",60653
420,Ellis Ave & 55th St,19,19,In Service,41.79430062,-87.60144977,"(41.79430062054, -87.6014497734)",60637
366,Loomis St & Archer Ave,11,11,In Service,41.84163254,-87.65743495,"(41.84163253965, -87.6574349533)",60608
367,Racine Ave & 35th St,15,15,In Service,41.83068857,-87.65621066,"(41.83068856472101, -87.65621066093445)",60609
368,Ashland Ave & Archer Ave,15,15,In Service,41.83920868,-87.66560986,"(41.83920868403, -87.6656098589)",60608
9,Leavitt St & Archer Ave,15,15,In Service,41.82879202,-87.68060446,"(41.82879201994, -87.6806044594)",60609
403,Wentworth Ave & 33rd St,15,15,In Service,41.83452989,-87.63182298,"(41.83452988563, -87.6318229814)",60616
408,Union Ave & Root St,11,11,In Service,41.819102,-87.643278,"(41.819102, -87.643278)",60609
369,Wood St & 35th St,11,11,In Service,41.83010465,-87.67029831,"(41.83010465416, -87.6702983089)",60609
407,State St & Pershing Rd,11,11,In Service,41.82301524,-87.62656802,"(41.82301523798, -87.6265680185)",60609
416,Dorchester Ave & 49th St,15,15,In Service,41.805772,-87.592464,"(41.805772, -87.592464)",60615
410,Prairie Ave & 43rd St,15,15,In Service,41.81665889,-87.61941246,"(41.81665889302, -87.6194124619)",60653
411,Halsted St & 47th Pl,11,11,In Service,41.80813392,-87.64561655,"(41.80813391481, -87.6456165545)",60609
413,Woodlawn Ave & Lake Park Ave,15,15,In Service,41.81409271,-87.59700515,"(41.81409271048, -87.5970051479)",60653
417,Cornell Ave & Hyde Park Blvd,19,19,In Service,41.802406,-87.586924,"(41.802406, -87.586924)",60615
406,Lake Park Ave & 35th St,19,19,In Service,41.83127424,-87.6087992,"(41.83127423549, -87.6087991946)",60653
419,Lake Park Ave & 53rd St,15,15,In Service,41.79949429,-87.5864499,"(41.79949429373, -87.5864498959)",60615
386,Halsted St & 56th St,11,11,In Service,41.79292965,-87.64499006,"(41.79292964599, -87.6449900565)",60621
412,Princeton Ave & 47th St,11,11,In Service,41.80931771,-87.63344929,"(41.80931770924, -87.633449288)",60612
426,Ellis Ave & 60th St,19,19,In Service,41.78509715,-87.60107276,"(41.78509714636, -87.6010727606)",60637
425,Harper Ave & 59th St,15,15,In Service,41.78794281,-87.58831517,"(41.78794281287, -87.5883151702)",60637
423,University Ave & 57th St,31,31,In Service,41.791478,-87.599861,"(41.791478, -87.599861)",60612
409,Shields Ave & 43rd St,11,11,In Service,41.81620768,-87.63481935,"(41.81620767856, -87.6348193497)",60609
402,Shields Ave & 31st St,15,15,In Service,41.838464,-87.635406,"(41.838464, -87.635406)",60616
418,Ellis Ave & 53rd St,11,11,In Service,41.79933626,-87.60095812,"(41.79933626261, -87.6009581145)",60615
424,Museum of Science and Industry,27,27,In Service,41.79172821,-87.58394501,"(41.79172820953, -87.583945009)",60637
18,Wacker Dr & Washington St,15,15,In Service,41.88314336,-87.63724208,"(41.88314336439022, -87.63724207878113)",60606
38,Clark St & Lake St,27,27,In Service,41.88602083,-87.63087606,"(41.88602082773, -87.6308760584)",60601
7,Field Blvd & South Water St,19,19,In Service,41.88634906,-87.61751655,"(41.88634906269, -87.6175165471)",60601
39,Wabash Ave & Adams St,23,23,In Service,41.87947235,-87.62568861,"(41.87947235235, -87.6256886059)",60603
415,Calumet Ave & 51st St,11,11,In Service,41.80229465,-87.61805358,"(41.80229465088, -87.6180535802)",60615
384,Halsted St & 51st St,11,11,In Service,41.80183164,-87.6452139,"(41.80183164049, -87.645213904)",60609
101,63rd St Beach,15,15,In Service,41.78091096,-87.57632375,"(41.78091096424803, -87.57632374763489)",60649
400,Cottage Grove Ave & 71st St,11,11,In Service,41.76571904,-87.60495971,"(41.76571903697, -87.604959713)",60619
3,Shedd Aquarium,55,55,In Service,41.86722596,-87.61535539,"(41.86722595682, -87.6153553902)",60605
6,Dusable Harbor,39,39,In Service,41.886976,-87.612813,"(41.886976, -87.612813)",60601
427,Cottage Grove Ave & 63rd St,15,15,In Service,41.78053094,-87.6059702,"(41.78053094070882, -87.6059702038765)",60637
133,Kingsbury St & Kinzie St,31,31,In Service,41.88917683,-87.63850577,"(41.88917683258, -87.6385057718)",60654
96,Desplaines St & Randolph St,23,23,In Service,41.88461619,-87.64457059,"(41.88461618962, -87.6445705849)",60612
41,Federal St & Polk St,19,19,In Service,41.87207763,-87.62954377,"(41.87207763285, -87.6295437729)",60605
107,Desplaines St & Jackson Blvd,27,27,In Service,41.8781189,-87.6439476,"(41.87811890091227, -87.64394760131836)",60612
40,LaSalle St & Adams St,15,15,In Service,41.87934437,-87.63198522,"(41.87934437346, -87.6319852213)",60604
393,Calumet Ave & 71st St,11,11,In Service,41.76550801,-87.61691793,"(41.76550800581, -87.616917925)",60619
430,MLK Jr Dr & 63rd St,11,11,In Service,41.78008064,-87.61594286,"(41.78008063659, -87.6159428567)",60637
355,South Shore Dr & 67th St,15,15,In Service,41.773643,-87.567514,"(41.773643, -87.567514)",60649
12,South Shore Dr & 71st St,15,15,In Service,41.76640946,-87.56568757,"(41.7664094567, -87.5656875719)",60649
398,Rainbow Beach,15,15,In Service,41.75787145,-87.54938625,"(41.75787144829, -87.54938625)",60649
388,Halsted & 63rd - Kennedy-King Vaccination Site,11,11,In Service,41.77938114,-87.64462082,"(41.77938114228, -87.6446208145)",60621
428,Dorchester Ave & 63rd St,11,11,In Service,41.78040565,-87.59141599,"(41.7804056457, -87.5914159893)",60637
434,Ogden Ave & Roosevelt Rd,19,19,In Service,41.86650148,-87.68469707,"(41.86650148316, -87.68469707)",60608
433,Kedzie Ave & Harrison St,11,11,In Service,41.87359968,-87.70487075,"(41.87359967462, -87.7048707493)",60612
383,Paulina St & Flournoy St,31,31,In Service,41.87295,-87.66913,"(41.87295, -87.66913)",60612
435,Kedzie Ave & Roosevelt Rd,11,11,In Service,41.86649278,-87.70649618,"(41.86649278172, -87.7064961757)",60624
439,Kedzie Ave & 21st St,11,11,In Service,41.85353363,-87.70507303,"(41.85353363213, -87.7050730318)",60623
441,Kedzie Ave & 24th St,11,11,In Service,41.84819095,-87.70541375,"(41.84819094491, -87.7054137458)",60612
444,Albany Ave & 26th St,11,11,In Service,41.84447501,-87.70201301,"(41.84447501366, -87.7020130128)",60623
376,Artesian Ave & Hubbard St,35,35,In Service,41.88949182,-87.68821937,"(41.88949181977, -87.6882193648)",60612
431,Eberhart Ave & 61st St,11,11,In Service,41.78407107,-87.61448354,"(41.784071072761, -87.61448353528975)",60637
381,Western Ave & Monroe St,15,15,In Service,41.87978771,-87.68611281,"(41.8797877089, -87.686112808)",60612
378,California Ave & Lake St,11,11,In Service,41.88445396,-87.69629814,"(41.88445395657, -87.6962981368)",60612
374,Western Ave & Walton St,23,23,In Service,41.89841769,-87.68659602,"(41.89841768945, -87.6865960164)",60622
270,Stony Island Ave & 75th St,11,11,In Service,41.75866967,-87.58688287,"(41.7586696704, -87.586882871)",60619
382,Western Ave & Congress Pkwy,19,19,In Service,41.87474885,-87.68644528,"(41.87474885079, -87.6864452757)",60612
352,Jeffery Blvd & 67th St,11,11,In Service,41.77351755,-87.57714283,"(41.77351755125, -87.5771428255)",60649
385,Princeton Ave & Garfield Blvd,11,11,In Service,41.794982,-87.633124,"(41.794982, -87.633124)",60609
442,California Ave & 23rd Pl,11,11,In Service,41.84910969,-87.69513981,"(41.84910969176, -87.6951398068)",60608
445,California Ave & 26th St,11,11,In Service,41.84367992,-87.69496858,"(41.8436799145765, -87.69496858119965)",60608
436,Fairfield Ave & Roosevelt Rd,11,11,In Service,41.866624,-87.694521,"(41.866624, -87.694521)",60612
399,South Shore Dr & 74th St,11,11,In Service,41.76218896,-87.55927465,"(41.76218896038, -87.55927465)",60649
377,Kedzie Ave & Lake St,15,15,In Service,41.88460329,-87.70630374,"(41.88460328501, -87.7063037436)",60624
438,Central Park Ave & Ogden Ave,15,15,In Service,41.8540635,-87.71511734,"(41.854063503874464, -87.71511733531952)",60623
102,Stony Island Ave & 67th St,11,11,In Service,41.7734585,-87.58533974,"(41.77345849948, -87.5853397391)",60649
372,,,,,,,,
356,Stony Island Ave & 71st St,11,11,In Service,41.76649294,-87.58646088,"(41.7664929373, -87.5864608775)",60649
506,Spaulding Ave & Armitage Ave,15,15,In Service,41.91710804,-87.71022096,"(41.917108034789315, -87.71022096276283)",60647
443,Millard Ave & 26th St,7,7,In Service,41.84453113,-87.715922,"(41.84453112462163, -87.71592199802399)",60623
499,Kosciuszko Park,15,15,In Service,41.93058537,-87.72377736,"(41.93058537138, -87.7237773635)",60647
11,Jeffery Blvd & 71st St,11,11,In Service,41.76663824,-87.57645011,"(41.76663823695, -87.5764501141)",60649
370,Calumet Ave & 21st St,15,15,In Service,41.85418425,-87.61915374,"(41.85418424947, -87.6191537415)",60616
509,Troy St & North Ave,15,15,In Service,41.9097693,-87.70528049,"(41.90976930169, -87.7052804871)",60612
508,Central Park Ave & North Ave,15,15,In Service,41.90965688,-87.71663195,"(41.90965687563, -87.7166319516)",60612
507,Humboldt Blvd & Armitage Ave,19,19,In Service,41.91751339,-87.70180896,"(41.91751339399, -87.7018089555)",60647
510,Spaulding Ave & Division St,11,11,In Service,41.90270659,-87.70921957,"(41.90270659438, -87.709219571)",60651
373,Kedzie Ave & Chicago Ave,11,11,In Service,41.8954653,-87.70612788,"(41.89546530305, -87.7061278837)",60612
503,St. Louis Ave & Fullerton Ave,15,15,In Service,41.9248156,-87.71449506,"(41.92481559681187, -87.71449506282805)",60647
497,Kimball Ave & Belmont Ave,15,15,In Service,41.939398,-87.711561,"(41.939398, -87.711561)",60618
359,Larrabee St & Division St,23,23,In Service,41.90348607,-87.64335349,"(41.90348607004, -87.6433534936)",60610
391,Halsted St & 69th St,11,11,In Service,41.76906172,-87.64461358,"(41.76906172032, -87.6446135779)",60621
364,Larrabee St & Oak St,19,19,In Service,41.90021949,-87.64298547,"(41.90021949323, -87.6429854676)",60610
395,Jeffery Blvd & 76th St,11,11,In Service,41.75712007,-87.57583936,"(41.75712006802, -87.5758393587)",60649
429,Cottage Grove Ave & 67th St,11,11,In Service,41.77372095,-87.60563486,"(41.77372095205, -87.60563486)",60637
397,,,,,,,,
498,California Ave & Fletcher St,19,19,In Service,41.93842879,-87.69800776,"(41.93842879148, -87.698007756)",60618
491,Talman Ave & Addison St,15,15,In Service,41.94663583,-87.69461476,"(41.9466358306, -87.694614758)",60618
493,Western Ave & Roscoe St,11,11,In Service,41.943034,-87.687288,"(41.943034, -87.687288)",60618
485,Sawyer Ave & Irving Park Rd,15,15,In Service,41.95358618,-87.7093108,"(41.95358617895, -87.7093107999)",60618
500,Central Park Ave & Elbridge Ave,15,15,In Service,41.93533728,-87.71688929,"(41.93533728263, -87.7168892935)",60618
479,Drake Ave & Montrose Ave,15,15,In Service,41.96115408,-87.71656907,"(41.96115407569, -87.7165690733)",60618
478,Rockwell St & Eastwood Ave,15,15,In Service,41.96590014,-87.69363849,"(41.96590013976, -87.6936384935)",60625
501,Richmond St & Diversey Ave,15,15,In Service,41.93190197,-87.70119513,"(41.93190196886, -87.7011951301)",60612
475,Washtenaw Ave & Lawrence Ave,15,15,In Service,41.968987,-87.696027,"(41.968987, -87.696027)",60625
476,Kedzie Ave & Leland Ave,15,15,In Service,41.96668636,-87.70805198,"(41.96668636205, -87.7080519806)",60625
470,Kedzie Ave & Foster Ave,11,11,In Service,41.975672,-87.709261,"(41.975672, -87.709261)",60625
490,Troy St & Elston Ave,15,15,In Service,41.94524357,-87.7066499,"(41.94524356848, -87.7066499009)",60618
511,Albany Ave & Bloomingdale Ave,15,15,In Service,41.91402671,-87.70512646,"(41.91402671273, -87.705126462)",60647
472,Lincoln Ave & Winona St,15,15,In Service,41.9749113,-87.69250256,"(41.97491129677, -87.6925025594)",60612
477,Manor Ave & Leland Ave,11,11,In Service,41.965875,-87.700825,"(41.965875, -87.700825)",60625
468,Budlong Woods Library,11,11,In Service,41.98366471,-87.69642256,"(41.98366470886, -87.6964225611)",60659
480,Albany Ave & Montrose Ave,11,11,In Service,41.961041,-87.705866,"(41.961041, -87.705866)",60618
505,Winchester Ave & Elston Ave,15,15,In Service,41.92409085,-87.67646008,"(41.92409085038, -87.6764600747)",60614
484,Monticello Ave & Irving Park Rd,15,15,In Service,41.95400484,-87.71912818,"(41.95400483876, -87.7191281797)",60618
483,Avondale Ave & Irving Park Rd,19,19,In Service,41.953393,-87.732002,"(41.953393, -87.732002)",60641
95,Stony Island Ave & 64th St,11,11,In Service,41.778881,-87.586647,"(41.778881, -87.586647)",60637
2,Buckingham Fountain,39,39,Not In Service,41.876423,-87.620339,"(41.876423, -87.620339)",60612
89,Financial Pl & Ida B Wells Dr,31,31,In Service,41.87502363,-87.63309404,"(41.8750236280333, -87.6330940425396)",60607
125,Rush St & Hubbard St,23,23,In Service,41.890173,-87.626185,"(41.890173, -87.626185)",60611
142,McClurg Ct & Erie St,31,31,In Service,41.894503,-87.617854,"(41.894503, -87.617854)",60611
145,Mies van der Rohe Way & Chestnut St,19,19,In Service,41.89858665,-87.62191523,"(41.8985866514, -87.6219152258)",60611
103,Clinton St & Polk St,15,15,In Service,41.87146652,-87.64094913,"(41.87146651779, -87.6409491327)",60612
161,Rush St & Superior St,23,23,In Service,41.89576475,-87.62590803,"(41.89576474564, -87.6259080327)",60611
172,Rush St & Cedar St,11,11,In Service,41.9023087,-87.62769053,"(41.90230870122, -87.627690528)",60611
180,Ritchie Ct & Banks St,15,15,In Service,41.906866,-87.626217,"(41.906866, -87.626217)",60610
421,MLK Jr Dr & 56th St,11,11,In Service,41.79342946,-87.61585326,"(41.79342945658, -87.6158532619)",60637
401,Shields Ave & 28th Pl,11,11,In Service,41.842733,-87.635491,"(41.842733, -87.635491)",60616
454,Broadway & Granville Ave,23,23,In Service,41.99477969,-87.66028454,"(41.9947796884, -87.6602845349)",60660
461,Broadway & Ridge Ave,15,15,In Service,41.98404461,-87.66027383,"(41.9840446107, -87.6602738295)",60660
459,,,,,,,,
460,Clark St & Bryn Mawr Ave,15,15,In Service,41.983593,-87.669154,"(41.983593, -87.669154)",60640
440,Central Park Ave & 24th St,11,11,In Service,41.8481,-87.715068,"(41.8481, -87.715068)",60623
457,Clark St & Elmdale Ave,15,15,In Service,41.99086045,-87.66972363,"(41.990860448125574, -87.66972362995148)",60612
458,Broadway & Thorndale Ave,19,19,In Service,41.98974251,-87.66014062,"(41.98974251144, -87.6601406209)",60660
449,Clark St & Columbia Ave,15,15,In Service,42.00445063,-87.67240241,"(42.00445062934, -87.6724024047)",60626
396,Yates Blvd & 75th St,11,11,In Service,41.758768,-87.56644,"(41.758768, -87.56644)",60649
392,Perry Ave & 69th St,11,11,In Service,41.76929309,-87.62819593,"(41.76929308995, -87.6281959291)",60621
453,Clark St & Schreiber Ave,15,15,In Service,41.99925182,-87.67137734,"(41.99925182186, -87.6713773393)",60626
452,Western Ave & Granville Ave,11,11,In Service,41.99416137,-87.68943828,"(41.99416136902, -87.689438282)",60659
456,2112 W Peterson Ave,11,11,In Service,41.991178,-87.683593,"(41.991178, -87.683593)",60659
455,Maplewood Ave & Peterson Ave,11,11,In Service,41.99023603,-87.69336964,"(41.99023602867, -87.6933696402)",60659
486,Oakley Ave & Irving Park Rd,15,15,In Service,41.95434085,-87.68607962,"(41.95434085219, -87.6860796243)",60618
448,Warren Park East,11,11,In Service,42.00454962,-87.68066615,"(42.00454962194, -87.6806661451)",60645
450,Warren Park West,11,11,In Service,42.001785,-87.688829,"(42.001785, -87.688829)",60645
492,Leavitt St & Addison St,15,15,In Service,41.946655,-87.683359,"(41.946655, -87.683359)",60618
488,Pulaski Rd & Eddy St (Temp),11,11,In Service,41.946264,-87.731023,"(41.946264, -87.731023)",60641
489,Drake Ave & Addison St,15,15,In Service,41.947326,-87.717582,"(41.947326, -87.717582)",60618
464,Damen Ave & Foster Ave,15,15,In Service,41.97561481,-87.67945904,"(41.97561480459, -87.6794590387)",60612
502,California Ave & Altgeld St,15,15,In Service,41.92669,-87.697668,"(41.92669, -87.697668)",60647
496,Avers Ave & Belmont Ave,11,11,In Service,41.939408,-87.723574,"(41.939408, -87.723574)",60618
463,Clark St & Berwyn Ave,19,19,In Service,41.97803062,-87.66856492,"(41.978030622486564, -87.66856491565704)",60640
462,Winchester (Ravenswood) Ave & Balmoral Ave,15,15,In Service,41.979762,-87.67753,"(41.979762, -87.67753)",60640
482,Campbell Ave & Montrose Ave,15,15,In Service,41.96152593,-87.69116504,"(41.96152593287, -87.6911650414)",60618
471,Francisco Ave & Foster Ave,15,15,In Service,41.97563273,-87.70141944,"(41.97563272521, -87.7014194389)",60612
432,Clark St & Lunt Ave,19,19,In Service,42.00901118,-87.67411172,"(42.009011180580764, -87.67411172389984)",60626
451,Sheridan Rd & Loyola Ave,23,23,In Service,42.00104378,-87.66119824,"(42.00104377979, -87.6611982433)",60626
375,Sacramento Blvd & Franklin Blvd,11,11,In Service,41.89046879,-87.70260751,"(41.89046879243862, -87.70260751247406)",60612
354,Sheridan Rd & Greenleaf Ave,15,15,In Service,42.01058656,-87.6624121,"(42.01058656284, -87.6624120948)",60626
467,Western Ave & Lunt Ave,15,15,In Service,42.0085944,-87.69049224,"(42.0085943972, -87.6904922389)",60645
447,Glenwood Ave & Morse Ave,15,15,In Service,42.00797192,-87.66550239,"(42.00797192287, -87.6655023944)",60626
466,Ridge Blvd & Touhy Ave,11,11,In Service,42.01213228,-87.68291264,"(42.01213227742, -87.6829126443)",60645
4,Burnham Harbor,23,23,In Service,41.85741179,-87.61379153,"(41.85741178707404, -87.61379152536392)",60616
495,Keystone Ave & Montrose Ave,11,11,In Service,41.96110802,-87.7289701,"(41.96110801623, -87.7289701012)",60630
474,Christiana Ave & Lawrence Ave,15,15,In Service,41.96835449,-87.71183067,"(41.96835449363, -87.7118306675)",60625
365,Halsted St & North Branch St,15,15,In Service,41.89939029,-87.64854491,"(41.89939028549696, -87.64854490756989)",60642
469,St. Louis Ave & Balmoral Ave,15,15,In Service,41.98039424,-87.71611496,"(41.98039423475, -87.7161149615)",60625
414,Canal St & Taylor St,15,15,In Service,41.870257,-87.639474,"(41.870257, -87.639474)",60607
353,Clark St & Touhy Ave,15,15,In Service,42.01256012,-87.67436712,"(42.01256011541, -87.6743671152)",60626
390,Wentworth Ave & 63rd St,11,11,In Service,41.78007963,-87.62974631,"(41.78007963264, -87.6297463052)",60621
494,Kedzie Ave & Bryn Mawr Ave,15,15,In Service,41.98222976,-87.70888656,"(41.98222975911517, -87.70888656377792)",60625
446,Western & 28th - Velasquez Institute Vaccination Site,11,11,In Service,41.84151771,-87.68513144,"(41.84151770807, -87.6851314409)",60608
504,Campbell Ave & Fullerton Ave,15,15,In Service,41.92463247,-87.68930701,"(41.92463247165, -87.6893070063)",60647
437,Washtenaw Ave & Ogden Ave,15,15,In Service,41.86193049,-87.69345045,"(41.86193049278259, -87.69345045089722)",60608
182,Wells St & Elm St,23,23,In Service,41.903222,-87.634324,"(41.903222, -87.634324)",60610
422,DuSable Museum,11,11,In Service,41.79156801,-87.60785218,"(41.79156801058, -87.6078521774)",60637
487,California Ave & Byron St,19,19,In Service,41.95216219,-87.69805111,"(41.95216219326, -87.698051113)",60618
481,California Ave & Montrose Ave,15,15,In Service,41.961068,-87.695439,"(41.961068, -87.695439)",60618
394,Clark St & 9th St (AMLI),15,15,In Service,41.870816,-87.631246,"(41.870816, -87.631246)",60605
518,Conservatory Dr & Lake St,11,11,In Service,41.885502,-87.716866,"(41.885502, -87.716866)",60624
534,Karlov Ave & Madison St,11,11,In Service,41.88085,-87.727907,"(41.88085, -87.727907)",60624
537,Kenton Ave & Madison St,11,11,In Service,41.880708,-87.741018,"(41.880708, -87.741018)",60624
532,Austin Blvd & Lake St,11,11,In Service,41.88794379,-87.77427346,"(41.88794379427211, -87.77427345514297)",60644
530,Laramie Ave & Kinzie St,11,11,In Service,41.887832,-87.755527,"(41.887832, -87.755527)",60644
540,Laramie Ave & Madison St,11,11,In Service,41.880207,-87.755337,"(41.880207, -87.755337)",60644
533,Central Park Blvd & 5th Ave,11,11,In Service,41.875679,-87.71547,"(41.875679, -87.71547)",60624
536,Kostner Ave & Lake St,11,11,In Service,41.885928,-87.73541,"(41.885928, -87.73541)",60624
545,Kostner Ave & Adams St,11,11,In Service,41.877917,-87.735737,"(41.877917, -87.735737)",60624
541,Central Ave & Harrison St,11,11,In Service,41.872993,-87.764499,"(41.872993, -87.764499)",60644
528,Pulaski Rd & Lake St,11,11,In Service,41.885409,-87.726491,"(41.885409, -87.726491)",60624
538,Cicero Ave & Flournoy St,11,11,In Service,41.872131,-87.746619,"(41.872131, -87.746619)",60644
544,Austin Blvd & Madison St,11,11,In Service,41.880281,-87.774453,"(41.880281, -87.774453)",60644
546,Damen Ave & Pershing Rd,11,11,In Service,41.823192,-87.676597,"(41.823192, -87.676597)",60609
539,Cicero Ave & Quincy St,11,11,In Service,41.877613,-87.745405,"(41.877613, -87.745405)",60644
543,Laramie Ave & Gladys Ave,11,11,In Service,41.875806,-87.755285,"(41.875806, -87.755285)",60644
529,Cicero Ave & Lake St,11,11,In Service,41.886841,-87.745261,"(41.886841, -87.745261)",60644
547,Ashland Ave & Pershing Rd,11,11,In Service,41.823465,-87.665577,"(41.823465, -87.665577)",60609
535,Pulaski Rd & Congress Pkwy,11,11,In Service,41.87441021,-87.72609159,"(41.87441021003816, -87.72609159350395)",60624
